PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,HasCabin,Title,CatAge,CatFare,Embarked_Q,Embarked_S,Embarked_C,Title_Mr,Title_Miss,Title_Mrs,Title_Unique
84,0.0,1,male,28.0,0,0,False,Mr,1,3,False,True,False,True,False,False,False
85,1.0,2,female,17.0,0,0,False,Miss,0,1,False,True,False,False,True,False,False
86,1.0,3,female,33.0,3,0,False,Mrs,2,2,False,True,False,False,False,True,False
87,0.0,3,male,16.0,1,3,False,Mr,0,3,False,True,False,True,False,False,False
88,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False
89,1.0,1,female,23.0,3,2,True,Miss,1,3,False,True,False,False,True,False,False
90,0.0,3,male,24.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False
91,0.0,3,male,29.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False
92,0.0,3,male,20.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
93,0.0,1,male,46.0,1,0,True,Mr,3,3,False,True,False,True,False,False,False
94,0.0,3,male,26.0,1,2,False,Mr,1,2,False,True,False,True,False,False,False
95,0.0,3,male,59.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False
96,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False
97,0.0,1,male,71.0,0,0,True,Mr,3,3,False,False,True,True,False,False,False
98,1.0,1,male,23.0,0,1,True,Mr,1,3,False,False,True,True,False,False,False
99,1.0,2,female,34.0,0,1,False,Mrs,2,2,False,True,False,False,False,True,False
100,0.0,2,male,34.0,1,0,False,Mr,2,2,False,True,False,True,False,False,False
101,0.0,3,female,28.0,0,0,False,Miss,1,0,False,True,False,False,True,False,False
102,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False
103,0.0,1,male,21.0,0,1,True,Mr,0,3,False,True,False,True,False,False,False
104,0.0,3,male,33.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False
105,0.0,3,male,37.0,2,0,False,Mr,3,1,False,True,False,True,False,False,False
106,0.0,3,male,28.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False
107,1.0,3,female,21.0,0,0,False,Miss,0,0,False,True,False,False,True,False,False
108,1.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False
109,0.0,3,male,38.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False
110,1.0,3,female,29.881137667304014,1,0,False,Miss,1,2,True,False,False,False,True,False,False
111,0.0,1,male,47.0,0,0,True,Mr,3,3,False,True,False,True,False,False,False
112,0.0,3,female,14.5,1,0,False,Miss,0,1,False,False,True,False,True,False,False
113,0.0,3,male,22.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
114,0.0,3,female,20.0,1,0,False,Miss,0,1,False,True,False,False,True,False,False
115,0.0,3,female,17.0,0,0,False,Miss,0,2,False,False,True,False,True,False,False
116,0.0,3,male,21.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
117,0.0,3,male,70.5,0,0,False,Mr,3,0,True,False,False,True,False,False,False
118,0.0,2,male,29.0,1,0,False,Mr,1,2,False,True,False,True,False,False,False
119,0.0,1,male,24.0,0,1,True,Mr,1,3,False,False,True,True,False,False,False
120,0.0,3,female,2.0,4,2,False,Miss,0,2,False,True,False,False,True,False,False
121,0.0,2,male,21.0,2,0,False,Mr,0,3,False,True,False,True,False,False,False
122,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False
123,0.0,2,male,32.5,1,0,False,Mr,2,2,False,False,True,True,False,False,False
124,1.0,2,female,32.5,0,0,True,Miss,2,1,False,True,False,False,True,False,False
125,0.0,1,male,54.0,0,1,True,Mr,3,3,False,True,False,True,False,False,False
126,1.0,3,male,12.0,1,0,False,Master,0,1,False,False,True,False,False,False,False
127,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False
128,1.0,3,male,24.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False
129,1.0,3,female,29.881137667304014,1,1,True,Miss,1,2,False,False,True,False,True,False,False
130,0.0,3,male,45.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False
131,0.0,3,male,33.0,0,0,False,Mr,2,0,False,False,True,True,False,False,False
132,0.0,3,male,20.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
133,0.0,3,female,47.0,1,0,False,Mrs,3,2,False,True,False,False,False,True,False
134,1.0,2,female,29.0,1,0,False,Mrs,1,2,False,True,False,False,False,True,False
135,0.0,2,male,25.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False
136,0.0,2,male,23.0,0,0,False,Mr,1,2,False,False,True,True,False,False,False
137,1.0,1,female,19.0,0,2,True,Miss,0,2,False,True,False,False,True,False,False
138,0.0,1,male,37.0,1,0,True,Mr,3,3,False,True,False,True,False,False,False
139,0.0,3,male,16.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
140,0.0,1,male,24.0,0,0,True,Mr,1,3,False,False,True,True,False,False,False
141,0.0,3,female,29.881137667304014,0,2,False,Mrs,1,2,False,False,True,False,False,True,False
142,1.0,3,female,22.0,0,0,False,Miss,0,0,False,True,False,False,True,False,False
143,1.0,3,female,24.0,1,0,False,Mrs,1,2,False,True,False,False,False,True,False
144,0.0,3,male,19.0,0,0,False,Mr,0,0,True,False,False,True,False,False,False
145,0.0,2,male,18.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
146,0.0,2,male,19.0,1,1,False,Mr,0,3,False,True,False,True,False,False,False
147,1.0,3,male,27.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False
148,0.0,3,female,9.0,2,2,False,Miss,0,3,False,True,False,False,True,False,False
149,0.0,2,male,36.5,0,2,True,Mr,3,2,False,True,False,True,False,False,False
150,0.0,2,male,42.0,0,0,False,Unique,3,1,False,True,False,False,False,False,True
151,0.0,2,male,51.0,0,0,False,Unique,3,1,False,True,False,False,False,False,True
152,1.0,1,female,22.0,1,0,True,Mrs,0,3,False,True,False,False,False,True,False
153,0.0,3,male,55.5,0,0,False,Mr,3,1,False,True,False,True,False,False,False
154,0.0,3,male,40.5,0,2,False,Mr,3,2,False,True,False,True,False,False,False
155,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False
156,0.0,1,male,51.0,0,1,False,Mr,3,3,False,False,True,True,False,False,False
157,1.0,3,female,16.0,0,0,False,Miss,0,0,True,False,False,False,True,False,False
158,0.0,3,male,30.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False
159,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False
160,0.0,3,male,29.881137667304014,8,2,False,Master,1,3,False,True,False,False,False,False,False
161,0.0,3,male,44.0,0,1,False,Mr,3,2,False,True,False,True,False,False,False
162,1.0,2,female,40.0,0,0,False,Mrs,3,2,False,True,False,False,False,True,False
163,0.0,3,male,26.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False
164,0.0,3,male,17.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
165,0.0,3,male,1.0,4,1,False,Master,0,3,False,True,False,False,False,False,False
166,1.0,3,male,9.0,0,2,False,Master,0,2,False,True,False,False,False,False,False
167,1.0,1,female,29.881137667304014,0,1,True,Mrs,1,3,False,True,False,False,False,True,False
168,0.0,3,female,45.0,1,4,False,Mrs,3,2,False,True,False,False,False,True,False
169,0.0,1,male,29.881137667304014,0,0,False,Mr,1,2,False,True,False,True,False,False,False
170,0.0,3,male,28.0,0,0,False,Mr,1,3,False,True,False,True,False,False,False
171,0.0,1,male,61.0,0,0,True,Mr,3,3,False,True,False,True,False,False,False
172,0.0,3,male,4.0,4,1,False,Master,0,2,True,False,False,False,False,False,False
173,1.0,3,female,1.0,1,1,False,Miss,0,1,False,True,False,False,True,False,False
174,0.0,3,male,21.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
175,0.0,1,male,56.0,0,0,True,Mr,3,2,False,False,True,True,False,False,False
176,0.0,3,male,18.0,1,1,False,Mr,0,0,False,True,False,True,False,False,False
177,0.0,3,male,29.881137667304014,3,1,False,Master,1,2,False,True,False,False,False,False,False
178,0.0,1,female,50.0,0,0,True,Miss,3,2,False,False,True,False,True,False,False
179,0.0,2,male,30.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False
180,0.0,3,male,36.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False
181,0.0,3,female,29.881137667304014,8,2,False,Miss,1,3,False,True,False,False,True,False,False
182,0.0,2,male,29.881137667304014,0,0,False,Mr,1,2,False,False,True,True,False,False,False
183,0.0,3,male,9.0,4,2,False,Master,0,3,False,True,False,False,False,False,False
184,1.0,2,male,1.0,2,1,True,Master,0,3,False,True,False,False,False,False,False
185,1.0,3,female,4.0,0,2,False,Miss,0,2,False,True,False,False,True,False,False
186,0.0,1,male,29.881137667304014,0,0,True,Mr,1,3,False,True,False,True,False,False,False
187,1.0,3,female,29.881137667304014,1,0,False,Mrs,1,2,True,False,False,False,False,True,False
188,1.0,1,male,45.0,0,0,False,Mr,3,2,False,True,False,True,False,False,False
189,0.0,3,male,40.0,1,1,False,Mr,3,2,True,False,False,True,False,False,False
190,0.0,3,male,36.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False
191,1.0,2,female,32.0,0,0,False,Mrs,2,1,False,True,False,False,False,True,False
192,0.0,2,male,19.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
193,1.0,3,female,19.0,1,0,False,Miss,0,0,False,True,False,False,True,False,False
194,1.0,2,male,3.0,1,1,True,Master,0,2,False,True,False,False,False,False,False
195,1.0,1,female,44.0,0,0,True,Mrs,3,2,False,False,True,False,False,True,False
196,1.0,1,female,58.0,0,0,True,Miss,3,3,False,False,True,False,True,False,False
197,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False
198,0.0,3,male,42.0,0,1,False,Mr,3,1,False,True,False,True,False,False,False
199,1.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False
200,0.0,2,female,24.0,0,0,False,Miss,1,1,False,True,False,False,True,False,False
201,0.0,3,male,28.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False
202,0.0,3,male,29.881137667304014,8,2,False,Mr,1,3,False,True,False,True,False,False,False
203,0.0,3,male,34.0,0,0,False,Mr,2,0,False,True,False,True,False,False,False
204,0.0,3,male,45.5,0,0,False,Mr,3,0,False,False,True,True,False,False,False
205,1.0,3,male,18.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
206,0.0,3,female,2.0,0,1,True,Miss,0,1,False,True,False,False,True,False,False
207,0.0,3,male,32.0,1,0,False,Mr,2,2,False,True,False,True,False,False,False
208,1.0,3,male,26.0,0,0,False,Mr,1,2,False,False,True,True,False,False,False
209,1.0,3,female,16.0,0,0,False,Miss,0,0,True,False,False,False,True,False,False
210,1.0,1,male,40.0,0,0,True,Mr,3,2,False,False,True,True,False,False,False
211,0.0,3,male,24.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False
212,1.0,2,female,35.0,0,0,False,Miss,2,2,False,True,False,False,True,False,False
213,0.0,3,male,22.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
214,0.0,2,male,30.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False
215,0.0,3,male,29.881137667304014,1,0,False,Mr,1,0,True,False,False,True,False,False,False
216,1.0,1,female,31.0,1,0,True,Miss,2,3,False,False,True,False,True,False,False
217,1.0,3,female,27.0,0,0,False,Miss,1,1,False,True,False,False,True,False,False
218,0.0,2,male,42.0,1,0,False,Mr,3,2,False,True,False,True,False,False,False
219,1.0,1,female,32.0,0,0,True,Miss,2,3,False,False,True,False,True,False,False
220,0.0,2,male,30.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False
221,1.0,3,male,16.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
222,0.0,2,male,27.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False
223,0.0,3,male,51.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False
224,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False
225,1.0,1,male,38.0,1,0,True,Mr,3,3,False,True,False,True,False,False,False
226,0.0,3,male,22.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
227,1.0,2,male,19.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
228,0.0,3,male,20.5,0,0,False,Mr,0,0,False,True,False,True,False,False,False
229,0.0,2,male,18.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
230,0.0,3,female,29.881137667304014,3,1,False,Miss,1,2,False,True,False,False,True,False,False
231,1.0,1,female,35.0,1,0,True,Mrs,2,3,False,True,False,False,False,True,False
232,0.0,3,male,29.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False
233,0.0,2,male,59.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False
234,1.0,3,female,5.0,4,2,False,Miss,0,3,False,True,False,False,True,False,False
235,0.0,2,male,24.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False
236,0.0,3,female,29.881137667304014,0,0,False,Miss,1,0,False,True,False,False,True,False,False
237,0.0,2,male,44.0,1,0,False,Mr,3,2,False,True,False,True,False,False,False
238,1.0,2,female,8.0,0,2,False,Miss,0,2,False,True,False,False,True,False,False
239,0.0,2,male,19.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
240,0.0,2,male,33.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False
241,0.0,3,female,29.881137667304014,1,0,False,Miss,1,1,False,False,True,False,True,False,False
242,1.0,3,female,29.881137667304014,1,0,False,Miss,1,2,True,False,False,False,True,False,False
243,0.0,2,male,29.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False
244,0.0,3,male,22.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
245,0.0,3,male,30.0,0,0,False,Mr,2,0,False,False,True,True,False,False,False
246,0.0,1,male,44.0,2,0,True,Unique,3,3,True,False,False,False,False,False,True
247,0.0,3,female,25.0,0,0,False,Miss,1,0,False,True,False,False,True,False,False
248,1.0,2,female,24.0,0,2,False,Mrs,1,2,False,True,False,False,False,True,False
249,1.0,1,male,37.0,1,1,True,Mr,3,3,False,True,False,True,False,False,False
250,0.0,2,male,54.0,1,0,False,Unique,3,2,False,True,False,False,False,False,True
251,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False
252,0.0,3,female,29.0,1,1,True,Mrs,1,1,False,True,False,False,False,True,False
253,0.0,1,male,62.0,0,0,True,Mr,3,2,False,True,False,True,False,False,False
254,0.0,3,male,30.0,1,0,False,Mr,2,2,False,True,False,True,False,False,False
255,0.0,3,female,41.0,0,2,False,Mrs,3,2,False,True,False,False,False,True,False
256,1.0,3,female,29.0,0,2,False,Mrs,1,2,False,False,True,False,False,True,False
257,1.0,1,female,29.881137667304014,0,0,False,Mrs,1,3,False,False,True,False,False,True,False
258,1.0,1,female,30.0,0,0,True,Miss,2,3,False,True,False,False,True,False,False
259,1.0,1,female,35.0,0,0,False,Miss,2,3,False,False,True,False,True,False,False
260,1.0,2,female,50.0,0,1,False,Mrs,3,2,False,True,False,False,False,True,False
261,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False
262,1.0,3,male,3.0,4,2,False,Master,0,3,False,True,False,False,False,False,False
263,0.0,1,male,52.0,1,1,True,Mr,3,3,False,True,False,True,False,False,False
264,0.0,1,male,40.0,0,0,True,Mr,3,0,False,True,False,True,False,False,False
265,0.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False
266,0.0,2,male,36.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False
267,0.0,3,male,16.0,4,1,False,Mr,0,3,False,True,False,True,False,False,False
268,1.0,3,male,25.0,1,0,False,Mr,1,0,False,True,False,True,False,False,False
269,1.0,1,female,58.0,0,1,True,Mrs,3,3,False,True,False,False,False,True,False
270,1.0,1,female,35.0,0,0,True,Miss,2,3,False,True,False,False,True,False,False
271,0.0,1,male,29.881137667304014,0,0,False,Mr,1,2,False,True,False,True,False,False,False
272,1.0,3,male,25.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False
273,1.0,2,female,41.0,0,1,False,Mrs,3,2,False,True,False,False,False,True,False
274,0.0,1,male,37.0,0,1,True,Mr,3,2,False,False,True,True,False,False,False
275,1.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False
276,1.0,1,female,63.0,1,0,True,Miss,3,3,False,True,False,False,True,False,False
277,0.0,3,female,45.0,0,0,False,Miss,3,0,False,True,False,False,True,False,False
278,0.0,2,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False
279,0.0,3,male,7.0,4,1,False,Master,0,2,True,False,False,False,False,False,False
280,1.0,3,female,35.0,1,1,False,Mrs,2,2,False,True,False,False,False,True,False
281,0.0,3,male,65.0,0,0,False,Mr,3,0,True,False,False,True,False,False,False
282,0.0,3,male,28.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False
283,0.0,3,male,16.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
284,1.0,3,male,19.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
285,0.0,1,male,29.881137667304014,0,0,True,Mr,1,2,False,True,False,True,False,False,False
286,0.0,3,male,33.0,0,0,False,Mr,2,1,False,False,True,True,False,False,False
287,1.0,3,male,30.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False
288,0.0,3,male,22.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
289,1.0,2,male,42.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False
290,1.0,3,female,22.0,0,0,False,Miss,0,0,True,False,False,False,True,False,False
291,1.0,1,female,26.0,0,0,False,Miss,1,3,False,True,False,False,True,False,False
292,1.0,1,female,19.0,1,0,True,Mrs,0,3,False,False,True,False,False,True,False
293,0.0,2,male,36.0,0,0,True,Mr,3,1,False,False,True,True,False,False,False
294,0.0,3,female,24.0,0,0,False,Miss,1,1,False,True,False,False,True,False,False
295,0.0,3,male,24.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False
296,0.0,1,male,29.881137667304014,0,0,False,Mr,1,2,False,False,True,True,False,False,False
297,0.0,3,male,23.5,0,0,False,Mr,1,0,False,False,True,True,False,False,False
298,0.0,1,female,2.0,1,2,True,Miss,0,3,False,True,False,False,True,False,False
299,1.0,1,male,29.881137667304014,0,0,True,Mr,1,2,False,True,False,True,False,False,False
300,1.0,1,female,50.0,0,1,True,Mrs,3,3,False,False,True,False,False,True,False
301,1.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False
302,1.0,3,male,29.881137667304014,2,0,False,Mr,1,2,True,False,False,True,False,False,False
303,0.0,3,male,19.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
304,1.0,2,female,29.881137667304014,0,0,True,Miss,1,1,True,False,False,False,True,False,False
305,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False
306,1.0,1,male,0.92,1,2,True,Master,0,3,False,True,False,False,False,False,False
307,1.0,1,female,29.881137667304014,0,0,False,Miss,1,3,False,False,True,False,True,False,False
308,1.0,1,female,17.0,1,0,True,Mrs,0,3,False,False,True,False,False,True,False
309,0.0,2,male,30.0,1,0,False,Mr,2,2,False,False,True,True,False,False,False
310,1.0,1,female,30.0,0,0,True,Miss,2,3,False,False,True,False,True,False,False
311,1.0,1,female,24.0,0,0,True,Miss,1,3,False,False,True,False,True,False,False
312,1.0,1,female,18.0,2,2,True,Miss,0,3,False,False,True,False,True,False,False
313,0.0,2,female,26.0,1,1,False,Mrs,1,2,False,True,False,False,False,True,False
314,0.0,3,male,28.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False
315,0.0,2,male,43.0,1,1,False,Mr,3,2,False,True,False,True,False,False,False
316,1.0,3,female,26.0,0,0,False,Miss,1,0,False,True,False,False,True,False,False
317,1.0,2,female,24.0,1,0,False,Mrs,1,2,False,True,False,False,False,True,False
318,0.0,2,male,54.0,0,0,False,Unique,3,1,False,True,False,False,False,False,True
319,1.0,1,female,31.0,0,2,True,Miss,2,3,False,True,False,False,True,False,False
320,1.0,1,female,40.0,1,1,True,Mrs,3,3,False,False,True,False,False,True,False
321,0.0,3,male,22.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
