,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,HasCabin,Title,CatAge,CatFare,Embarked_Q,Embarked_S,Embarked_C,Title_Mr,Title_Miss,Title_Mrs,Title_Unique,TravelAlone
46,47,0.0,3,male,29.881137667304014,1,0,False,Mr,1,2,True,False,False,True,False,False,False,0
47,48,1.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False,1
48,49,0.0,3,male,29.881137667304014,2,0,False,Mr,1,2,False,False,True,True,False,False,False,0
49,50,0.0,3,female,18.0,1,0,False,Mrs,0,2,False,True,False,False,False,True,False,0
50,51,0.0,3,male,7.0,4,1,False,Master,0,3,False,True,False,False,False,False,False,0
51,52,0.0,3,male,21.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
52,53,1.0,1,female,49.0,1,0,True,Mrs,3,3,False,False,True,False,False,True,False,0
53,54,1.0,2,female,29.0,1,0,False,Mrs,1,2,False,True,False,False,False,True,False,0
54,55,0.0,1,male,65.0,0,1,True,Mr,3,3,False,False,True,True,False,False,False,0
55,56,1.0,1,male,29.881137667304014,0,0,True,Mr,1,3,False,True,False,True,False,False,False,1
56,57,1.0,2,female,21.0,0,0,False,Miss,0,1,False,True,False,False,True,False,False,1
57,58,0.0,3,male,28.5,0,0,False,Mr,1,0,False,False,True,True,False,False,False,1
58,59,1.0,2,female,5.0,1,2,False,Miss,0,2,False,True,False,False,True,False,False,0
59,60,0.0,3,male,11.0,5,2,False,Master,0,3,False,True,False,False,False,False,False,0
60,61,0.0,3,male,22.0,0,0,False,Mr,0,0,False,False,True,True,False,False,False,1
61,62,1.0,1,female,38.0,0,0,True,Miss,3,3,False,True,False,False,True,False,False,1
62,63,0.0,1,male,45.0,1,0,True,Mr,3,3,False,True,False,True,False,False,False,0
63,64,0.0,3,male,4.0,3,2,False,Master,0,2,False,True,False,False,False,False,False,0
64,65,0.0,1,male,29.881137667304014,0,0,False,Mr,1,2,False,False,True,True,False,False,False,1
65,66,1.0,3,male,29.881137667304014,1,1,False,Master,1,2,False,False,True,False,False,False,False,0
66,67,1.0,2,female,29.0,0,0,True,Mrs,1,1,False,True,False,False,False,True,False,1
67,68,0.0,3,male,19.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
68,69,1.0,3,female,17.0,4,2,False,Miss,0,1,False,True,False,False,True,False,False,0
69,70,0.0,3,male,26.0,2,0,False,Mr,1,1,False,True,False,True,False,False,False,0
70,71,0.0,2,male,32.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False,1
71,72,0.0,3,female,16.0,5,2,False,Miss,0,3,False,True,False,False,True,False,False,0
72,73,0.0,2,male,21.0,0,0,False,Mr,0,3,False,True,False,True,False,False,False,1
73,74,0.0,3,male,26.0,1,0,False,Mr,1,1,False,False,True,True,False,False,False,0
74,75,1.0,3,male,32.0,0,0,False,Mr,2,3,False,True,False,True,False,False,False,1
75,76,0.0,3,male,25.0,0,0,True,Mr,1,0,False,True,False,True,False,False,False,1
76,77,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
77,78,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
78,79,1.0,2,male,0.83,0,2,False,Master,0,2,False,True,False,False,False,False,False,0
79,80,1.0,3,female,30.0,0,0,False,Miss,2,1,False,True,False,False,True,False,False,1
80,81,0.0,3,male,22.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
81,82,1.0,3,male,29.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
82,83,1.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False,1
83,84,0.0,1,male,28.0,0,0,False,Mr,1,3,False,True,False,True,False,False,False,1
84,85,1.0,2,female,17.0,0,0,False,Miss,0,1,False,True,False,False,True,False,False,1
85,86,1.0,3,female,33.0,3,0,False,Mrs,2,2,False,True,False,False,False,True,False,0
86,87,0.0,3,male,16.0,1,3,False,Mr,0,3,False,True,False,True,False,False,False,0
87,88,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
88,89,1.0,1,female,23.0,3,2,True,Miss,1,3,False,True,False,False,True,False,False,0
89,90,0.0,3,male,24.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
90,91,0.0,3,male,29.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
91,92,0.0,3,male,20.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
92,93,0.0,1,male,46.0,1,0,True,Mr,3,3,False,True,False,True,False,False,False,0
93,94,0.0,3,male,26.0,1,2,False,Mr,1,2,False,True,False,True,False,False,False,0
94,95,0.0,3,male,59.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False,1
95,96,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
96,97,0.0,1,male,71.0,0,0,True,Mr,3,3,False,False,True,True,False,False,False,1
97,98,1.0,1,male,23.0,0,1,True,Mr,1,3,False,False,True,True,False,False,False,0
98,99,1.0,2,female,34.0,0,1,False,Mrs,2,2,False,True,False,False,False,True,False,0
99,100,0.0,2,male,34.0,1,0,False,Mr,2,2,False,True,False,True,False,False,False,0
100,101,0.0,3,female,28.0,0,0,False,Miss,1,0,False,True,False,False,True,False,False,1
101,102,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
102,103,0.0,1,male,21.0,0,1,True,Mr,0,3,False,True,False,True,False,False,False,0
103,104,0.0,3,male,33.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False,1
104,105,0.0,3,male,37.0,2,0,False,Mr,3,1,False,True,False,True,False,False,False,0
105,106,0.0,3,male,28.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
106,107,1.0,3,female,21.0,0,0,False,Miss,0,0,False,True,False,False,True,False,False,1
107,108,1.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
108,109,0.0,3,male,38.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False,1
109,110,1.0,3,female,29.881137667304014,1,0,False,Miss,1,2,True,False,False,False,True,False,False,0
110,111,0.0,1,male,47.0,0,0,True,Mr,3,3,False,True,False,True,False,False,False,1
111,112,0.0,3,female,14.5,1,0,False,Miss,0,1,False,False,True,False,True,False,False,0
112,113,0.0,3,male,22.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
113,114,0.0,3,female,20.0,1,0,False,Miss,0,1,False,True,False,False,True,False,False,0
114,115,0.0,3,female,17.0,0,0,False,Miss,0,2,False,False,True,False,True,False,False,1
115,116,0.0,3,male,21.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
116,117,0.0,3,male,70.5,0,0,False,Mr,3,0,True,False,False,True,False,False,False,1
117,118,0.0,2,male,29.0,1,0,False,Mr,1,2,False,True,False,True,False,False,False,0
118,119,0.0,1,male,24.0,0,1,True,Mr,1,3,False,False,True,True,False,False,False,0
119,120,0.0,3,female,2.0,4,2,False,Miss,0,2,False,True,False,False,True,False,False,0
120,121,0.0,2,male,21.0,2,0,False,Mr,0,3,False,True,False,True,False,False,False,0
121,122,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
122,123,0.0,2,male,32.5,1,0,False,Mr,2,2,False,False,True,True,False,False,False,0
123,124,1.0,2,female,32.5,0,0,True,Miss,2,1,False,True,False,False,True,False,False,1
124,125,0.0,1,male,54.0,0,1,True,Mr,3,3,False,True,False,True,False,False,False,0
125,126,1.0,3,male,12.0,1,0,False,Master,0,1,False,False,True,False,False,False,False,0
126,127,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False,1
127,128,1.0,3,male,24.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
128,129,1.0,3,female,29.881137667304014,1,1,True,Miss,1,2,False,False,True,False,True,False,False,0
129,130,0.0,3,male,45.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False,1
130,131,0.0,3,male,33.0,0,0,False,Mr,2,0,False,False,True,True,False,False,False,1
131,132,0.0,3,male,20.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
132,133,0.0,3,female,47.0,1,0,False,Mrs,3,2,False,True,False,False,False,True,False,0
133,134,1.0,2,female,29.0,1,0,False,Mrs,1,2,False,True,False,False,False,True,False,0
134,135,0.0,2,male,25.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
135,136,0.0,2,male,23.0,0,0,False,Mr,1,2,False,False,True,True,False,False,False,1
136,137,1.0,1,female,19.0,0,2,True,Miss,0,2,False,True,False,False,True,False,False,0
137,138,0.0,1,male,37.0,1,0,True,Mr,3,3,False,True,False,True,False,False,False,0
138,139,0.0,3,male,16.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
139,140,0.0,1,male,24.0,0,0,True,Mr,1,3,False,False,True,True,False,False,False,1
140,141,0.0,3,female,29.881137667304014,0,2,False,Mrs,1,2,False,False,True,False,False,True,False,0
141,142,1.0,3,female,22.0,0,0,False,Miss,0,0,False,True,False,False,True,False,False,1
142,143,1.0,3,female,24.0,1,0,False,Mrs,1,2,False,True,False,False,False,True,False,0
143,144,0.0,3,male,19.0,0,0,False,Mr,0,0,True,False,False,True,False,False,False,1
144,145,0.0,2,male,18.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
145,146,0.0,2,male,19.0,1,1,False,Mr,0,3,False,True,False,True,False,False,False,0
146,147,1.0,3,male,27.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
147,148,0.0,3,female,9.0,2,2,False,Miss,0,3,False,True,False,False,True,False,False,0
148,149,0.0,2,male,36.5,0,2,True,Mr,3,2,False,True,False,True,False,False,False,0
149,150,0.0,2,male,42.0,0,0,False,Unique,3,1,False,True,False,False,False,False,True,1
150,151,0.0,2,male,51.0,0,0,False,Unique,3,1,False,True,False,False,False,False,True,1
151,152,1.0,1,female,22.0,1,0,True,Mrs,0,3,False,True,False,False,False,True,False,0
152,153,0.0,3,male,55.5,0,0,False,Mr,3,1,False,True,False,True,False,False,False,1
153,154,0.0,3,male,40.5,0,2,False,Mr,3,2,False,True,False,True,False,False,False,0
154,155,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
155,156,0.0,1,male,51.0,0,1,False,Mr,3,3,False,False,True,True,False,False,False,0
156,157,1.0,3,female,16.0,0,0,False,Miss,0,0,True,False,False,False,True,False,False,1
157,158,0.0,3,male,30.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False,1
158,159,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
159,160,0.0,3,male,29.881137667304014,8,2,False,Master,1,3,False,True,False,False,False,False,False,0
160,161,0.0,3,male,44.0,0,1,False,Mr,3,2,False,True,False,True,False,False,False,0
161,162,1.0,2,female,40.0,0,0,False,Mrs,3,2,False,True,False,False,False,True,False,1
162,163,0.0,3,male,26.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
163,164,0.0,3,male,17.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
164,165,0.0,3,male,1.0,4,1,False,Master,0,3,False,True,False,False,False,False,False,0
165,166,1.0,3,male,9.0,0,2,False,Master,0,2,False,True,False,False,False,False,False,0
166,167,1.0,1,female,29.881137667304014,0,1,True,Mrs,1,3,False,True,False,False,False,True,False,0
167,168,0.0,3,female,45.0,1,4,False,Mrs,3,2,False,True,False,False,False,True,False,0
168,169,0.0,1,male,29.881137667304014,0,0,False,Mr,1,2,False,True,False,True,False,False,False,1
169,170,0.0,3,male,28.0,0,0,False,Mr,1,3,False,True,False,True,False,False,False,1
170,171,0.0,1,male,61.0,0,0,True,Mr,3,3,False,True,False,True,False,False,False,1
171,172,0.0,3,male,4.0,4,1,False,Master,0,2,True,False,False,False,False,False,False,0
172,173,1.0,3,female,1.0,1,1,False,Miss,0,1,False,True,False,False,True,False,False,0
173,174,0.0,3,male,21.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
174,175,0.0,1,male,56.0,0,0,True,Mr,3,2,False,False,True,True,False,False,False,1
175,176,0.0,3,male,18.0,1,1,False,Mr,0,0,False,True,False,True,False,False,False,0
176,177,0.0,3,male,29.881137667304014,3,1,False,Master,1,2,False,True,False,False,False,False,False,0
177,178,0.0,1,female,50.0,0,0,True,Miss,3,2,False,False,True,False,True,False,False,1
178,179,0.0,2,male,30.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False,1
179,180,0.0,3,male,36.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False,1
180,181,0.0,3,female,29.881137667304014,8,2,False,Miss,1,3,False,True,False,False,True,False,False,0
181,182,0.0,2,male,29.881137667304014,0,0,False,Mr,1,2,False,False,True,True,False,False,False,1
182,183,0.0,3,male,9.0,4,2,False,Master,0,3,False,True,False,False,False,False,False,0
183,184,1.0,2,male,1.0,2,1,True,Master,0,3,False,True,False,False,False,False,False,0
184,185,1.0,3,female,4.0,0,2,False,Miss,0,2,False,True,False,False,True,False,False,0
185,186,0.0,1,male,29.881137667304014,0,0,True,Mr,1,3,False,True,False,True,False,False,False,1
186,187,1.0,3,female,29.881137667304014,1,0,False,Mrs,1,2,True,False,False,False,False,True,False,0
187,188,1.0,1,male,45.0,0,0,False,Mr,3,2,False,True,False,True,False,False,False,1
188,189,0.0,3,male,40.0,1,1,False,Mr,3,2,True,False,False,True,False,False,False,0
189,190,0.0,3,male,36.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False,1
190,191,1.0,2,female,32.0,0,0,False,Mrs,2,1,False,True,False,False,False,True,False,1
191,192,0.0,2,male,19.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
192,193,1.0,3,female,19.0,1,0,False,Miss,0,0,False,True,False,False,True,False,False,0
193,194,1.0,2,male,3.0,1,1,True,Master,0,2,False,True,False,False,False,False,False,0
194,195,1.0,1,female,44.0,0,0,True,Mrs,3,2,False,False,True,False,False,True,False,1
195,196,1.0,1,female,58.0,0,0,True,Miss,3,3,False,False,True,False,True,False,False,1
196,197,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False,1
197,198,0.0,3,male,42.0,0,1,False,Mr,3,1,False,True,False,True,False,False,False,0
198,199,1.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False,1
199,200,0.0,2,female,24.0,0,0,False,Miss,1,1,False,True,False,False,True,False,False,1
200,201,0.0,3,male,28.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
201,202,0.0,3,male,29.881137667304014,8,2,False,Mr,1,3,False,True,False,True,False,False,False,0
202,203,0.0,3,male,34.0,0,0,False,Mr,2,0,False,True,False,True,False,False,False,1
203,204,0.0,3,male,45.5,0,0,False,Mr,3,0,False,False,True,True,False,False,False,1
204,205,1.0,3,male,18.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
205,206,0.0,3,female,2.0,0,1,True,Miss,0,1,False,True,False,False,True,False,False,0
206,207,0.0,3,male,32.0,1,0,False,Mr,2,2,False,True,False,True,False,False,False,0
207,208,1.0,3,male,26.0,0,0,False,Mr,1,2,False,False,True,True,False,False,False,1
208,209,1.0,3,female,16.0,0,0,False,Miss,0,0,True,False,False,False,True,False,False,1
209,210,1.0,1,male,40.0,0,0,True,Mr,3,2,False,False,True,True,False,False,False,1
210,211,0.0,3,male,24.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
211,212,1.0,2,female,35.0,0,0,False,Miss,2,2,False,True,False,False,True,False,False,1
212,213,0.0,3,male,22.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
213,214,0.0,2,male,30.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False,1
214,215,0.0,3,male,29.881137667304014,1,0,False,Mr,1,0,True,False,False,True,False,False,False,0
215,216,1.0,1,female,31.0,1,0,True,Miss,2,3,False,False,True,False,True,False,False,0
216,217,1.0,3,female,27.0,0,0,False,Miss,1,1,False,True,False,False,True,False,False,1
217,218,0.0,2,male,42.0,1,0,False,Mr,3,2,False,True,False,True,False,False,False,0
218,219,1.0,1,female,32.0,0,0,True,Miss,2,3,False,False,True,False,True,False,False,1
219,220,0.0,2,male,30.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False,1
220,221,1.0,3,male,16.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
221,222,0.0,2,male,27.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
222,223,0.0,3,male,51.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False,1
223,224,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
224,225,1.0,1,male,38.0,1,0,True,Mr,3,3,False,True,False,True,False,False,False,0
225,226,0.0,3,male,22.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
226,227,1.0,2,male,19.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
227,228,0.0,3,male,20.5,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
228,229,0.0,2,male,18.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
229,230,0.0,3,female,29.881137667304014,3,1,False,Miss,1,2,False,True,False,False,True,False,False,0
230,231,1.0,1,female,35.0,1,0,True,Mrs,2,3,False,True,False,False,False,True,False,0
231,232,0.0,3,male,29.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
232,233,0.0,2,male,59.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False,1
233,234,1.0,3,female,5.0,4,2,False,Miss,0,3,False,True,False,False,True,False,False,0
234,235,0.0,2,male,24.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
235,236,0.0,3,female,29.881137667304014,0,0,False,Miss,1,0,False,True,False,False,True,False,False,1
236,237,0.0,2,male,44.0,1,0,False,Mr,3,2,False,True,False,True,False,False,False,0
237,238,1.0,2,female,8.0,0,2,False,Miss,0,2,False,True,False,False,True,False,False,0
238,239,0.0,2,male,19.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
239,240,0.0,2,male,33.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False,1
240,241,0.0,3,female,29.881137667304014,1,0,False,Miss,1,1,False,False,True,False,True,False,False,0
241,242,1.0,3,female,29.881137667304014,1,0,False,Miss,1,2,True,False,False,False,True,False,False,0
242,243,0.0,2,male,29.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
243,244,0.0,3,male,22.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
244,245,0.0,3,male,30.0,0,0,False,Mr,2,0,False,False,True,True,False,False,False,1
245,246,0.0,1,male,44.0,2,0,True,Unique,3,3,True,False,False,False,False,False,True,0
246,247,0.0,3,female,25.0,0,0,False,Miss,1,0,False,True,False,False,True,False,False,1
247,248,1.0,2,female,24.0,0,2,False,Mrs,1,2,False,True,False,False,False,True,False,0
248,249,1.0,1,male,37.0,1,1,True,Mr,3,3,False,True,False,True,False,False,False,0
249,250,0.0,2,male,54.0,1,0,False,Unique,3,2,False,True,False,False,False,False,True,0
250,251,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
251,252,0.0,3,female,29.0,1,1,True,Mrs,1,1,False,True,False,False,False,True,False,0
252,253,0.0,1,male,62.0,0,0,True,Mr,3,2,False,True,False,True,False,False,False,1
253,254,0.0,3,male,30.0,1,0,False,Mr,2,2,False,True,False,True,False,False,False,0
254,255,0.0,3,female,41.0,0,2,False,Mrs,3,2,False,True,False,False,False,True,False,0
255,256,1.0,3,female,29.0,0,2,False,Mrs,1,2,False,False,True,False,False,True,False,0
256,257,1.0,1,female,29.881137667304014,0,0,False,Mrs,1,3,False,False,True,False,False,True,False,1
257,258,1.0,1,female,30.0,0,0,True,Miss,2,3,False,True,False,False,True,False,False,1
258,259,1.0,1,female,35.0,0,0,False,Miss,2,3,False,False,True,False,True,False,False,1
259,260,1.0,2,female,50.0,0,1,False,Mrs,3,2,False,True,False,False,False,True,False,0
260,261,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False,1
261,262,1.0,3,male,3.0,4,2,False,Master,0,3,False,True,False,False,False,False,False,0
262,263,0.0,1,male,52.0,1,1,True,Mr,3,3,False,True,False,True,False,False,False,0
263,264,0.0,1,male,40.0,0,0,True,Mr,3,0,False,True,False,True,False,False,False,1
264,265,0.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False,1
265,266,0.0,2,male,36.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False,1
266,267,0.0,3,male,16.0,4,1,False,Mr,0,3,False,True,False,True,False,False,False,0
267,268,1.0,3,male,25.0,1,0,False,Mr,1,0,False,True,False,True,False,False,False,0
268,269,1.0,1,female,58.0,0,1,True,Mrs,3,3,False,True,False,False,False,True,False,0
269,270,1.0,1,female,35.0,0,0,True,Miss,2,3,False,True,False,False,True,False,False,1
270,271,0.0,1,male,29.881137667304014,0,0,False,Mr,1,2,False,True,False,True,False,False,False,1
271,272,1.0,3,male,25.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
272,273,1.0,2,female,41.0,0,1,False,Mrs,3,2,False,True,False,False,False,True,False,0
273,274,0.0,1,male,37.0,0,1,True,Mr,3,2,False,False,True,True,False,False,False,0
274,275,1.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False,1
275,276,1.0,1,female,63.0,1,0,True,Miss,3,3,False,True,False,False,True,False,False,0
276,277,0.0,3,female,45.0,0,0,False,Miss,3,0,False,True,False,False,True,False,False,1
277,278,0.0,2,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
278,279,0.0,3,male,7.0,4,1,False,Master,0,2,True,False,False,False,False,False,False,0
279,280,1.0,3,female,35.0,1,1,False,Mrs,2,2,False,True,False,False,False,True,False,0
280,281,0.0,3,male,65.0,0,0,False,Mr,3,0,True,False,False,True,False,False,False,1
281,282,0.0,3,male,28.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
282,283,0.0,3,male,16.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
283,284,1.0,3,male,19.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
284,285,0.0,1,male,29.881137667304014,0,0,True,Mr,1,2,False,True,False,True,False,False,False,1
285,286,0.0,3,male,33.0,0,0,False,Mr,2,1,False,False,True,True,False,False,False,1
286,287,1.0,3,male,30.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False,1
287,288,0.0,3,male,22.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
288,289,1.0,2,male,42.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False,1
289,290,1.0,3,female,22.0,0,0,False,Miss,0,0,True,False,False,False,True,False,False,1
290,291,1.0,1,female,26.0,0,0,False,Miss,1,3,False,True,False,False,True,False,False,1
291,292,1.0,1,female,19.0,1,0,True,Mrs,0,3,False,False,True,False,False,True,False,0
292,293,0.0,2,male,36.0,0,0,True,Mr,3,1,False,False,True,True,False,False,False,1
293,294,0.0,3,female,24.0,0,0,False,Miss,1,1,False,True,False,False,True,False,False,1
